,TCGA.BH.A1EV,TCGA.BH.A1F8,TCGA.BH.A1F0,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FH,TCGA.BH.A203,TCGA.BH.A1EU,TCGA.BH.A1FM,TCGA.BH.A1FR,TCGA.BH.A1EW,TCGA.BH.A208,TCGA.BH.A1FJ,TCGA.BH.A1EN,TCGA.BH.A1FN,TCGA.BH.A1FE,TCGA.BH.A1ET,TCGA.BH.A204,TCGA.BH.A1EO,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A1FB,TCGA.BH.A1FG,TCGA.BH.A209
cg05004142>CCDC102A,5.003707656,2.175951018,4.637585056,4.06939079,4.94872341,2.797113878,2.211287714,3.679169234,3.431812333,2.596216611,1.893983007,2.531052659,4.264676983,2.206801964,4.807225867,2.488134697,2.038139474,3.196994145,4.245432333,5.302819645,3.348543783,4.239897463,2.862702021,4.714748992,4.734483983
cg07842327>SKI,4.970885622,4.285595305,4.152031247,6.31397187,4.208836364,3.503114915,6.279103225,4.223709482,5.941563001,5.369066352,6.267803732,7.059495343,5.362391576,6.39293159,3.562833491,6.761421157,6.553898215,5.473212848,2.81414527,4.856238386,4.347096707,5.643257466,6.97157866,4.99155429,5.324653275
cg11842944>ZNF341,5.40179721,3.587186184,6.113969137,3.757225238,6.089403763,6.358512164,3.929477712,3.467324258,6.829307278,5.405792231,6.006469041,3.801061691,2.759399377,3.838881216,4.510194466,4.50212061,4.256298731,5.054153914,6.203783156,6.755164941,4.87407589,4.262876666,3.357005998,5.975688411,3.579016607
cg27198013>RAI1,6.157349184,4.922898896,5.388912863,5.780030891,3.469740066,2.463611286,6.333173597,5.139419803,7.095685443,3.355066348,5.382703396,2.325906384,4.93298863,3.571183184,2.817870684,6.150134746,4.471073651,5.099025518,3.648698202,6.345667283,3.664857954,3.480473731,5.076466997,4.46118111,4.259244593
cg05625103>NA,4.21661958,6.198324982,5.915180826,4.657049345,3.895351037,2.587408942,4.889012759,6.063545463,5.848977129,5.739151812,6.236277613,6.061453381,4.753283661,5.000052868,6.420199161,2.801060147,4.951573849,3.638989633,3.248969554,2.726451088,3.793888848,4.195346654,5.107217423,4.437469272,3.816275546
cg20722637>NA,5.430570159,3.576365943,5.246213929,3.852616724,5.542053719,3.847561826,3.528904005,3.229264492,3.204833182,5.426284029,5.100439689,4.701942347,2.684000446,2.70378747,5.867585091,2.35780279,3.151317251,4.865640341,6.178560642,7.032751749,4.897248806,5.281589741,3.40611582,3.279894079,4.266942239
cg22460081>NA,6.307007251,5.202257386,5.284429459,6.533465706,6.018107902,6.104622139,7.30966439,6.947377297,3.944679906,4.793214087,5.196635015,3.599037601,5.42813292,3.492572221,7.092490455,3.075350227,3.934679766,6.700526365,6.179256401,6.99317778,5.769782605,6.071384536,4.482636524,3.138884069,7.193520515
cg05674437>PIGZ,6.509477053,4.349680944,4.095891799,5.883347329,5.324577445,4.002530676,7.278461256,5.716446686,3.924591378,7.130250661,3.182863314,5.774020411,3.81930352,3.798586749,6.756404746,5.123974772,4.608907424,6.251972477,6.488778897,4.555277622,6.074152827,6.377743855,7.071947857,6.254817455,6.394411652
cg22607164>NA,4.475789379,3.951362984,5.936479909,6.419094118,4.448581958,6.621915993,5.002634151,3.437617831,5.492654853,5.790783685,6.445007803,4.472393185,2.020250216,4.215860416,6.251091608,3.187316982,3.062356931,4.627805478,3.551105835,5.887095199,4.652899381,5.688343637,4.081326609,6.121681738,3.805474732
cg04122385>KIAA1217;PRINS,2.728799301,4.365393481,4.938742396,1.758291956,2.474576176,3.531730693,1.762656418,5.050249063,1.772594469,4.835205668,2.650812772,4.644031765,4.576049925,4.668366693,3.248714522,4.254026471,2.843910554,2.034934496,5.711601665,3.004487776,4.797088403,3.223542538,3.244581378,3.491750655,5.614828577
cg15469014>CARM1,4.001016185,6.353911012,6.305379489,4.844531798,3.58898419,4.771432449,6.077337606,3.134861452,5.953140492,3.765203866,4.624840219,3.331150231,3.099738815,4.36795181,4.96703094,3.629423382,3.54654149,5.45979945,5.78227895,6.73597405,4.505791666,5.584775083,4.519031433,5.857605736,5.780119943
cg13754915>C9orf167,6.513328962,6.58044725,3.475195524,3.499718603,2.425774949,1.948529774,6.069609318,6.365788084,4.306599498,2.726805641,3.625679094,5.756588725,2.312622759,2.781480849,3.594691816,5.591837474,6.358762088,3.308021177,5.64610128,3.042187443,5.138418004,2.844791874,3.25759363,3.660765118,4.120509078
cg02159489>NA,4.835000485,5.330268223,3.543241006,5.523766157,4.692091002,2.889850866,0.351096007,2.650776909,5.197124073,0.199775267,5.287768898,5.087227734,4.863693814,5.685393061,0.180821598,5.013332624,3.733524448,5.445031433,3.065178485,4.214215168,4.463900205,2.827216554,5.409102537,4.382739588,2.874001113
cg22688802>ABLIM2,1.88144025,2.967024052,2.850249623,2.162389526,2.557188325,4.248916672,5.197966443,1.998997842,2.094451387,5.295299836,2.600602838,2.331825252,4.344182066,2.441084387,3.720102151,4.451808684,4.3579051,4.949027162,4.775056239,4.845002245,3.431367751,3.044879561,2.117681176,3.516968581,4.962710744
cg00243187>NA,6.815780032,4.707361974,4.566482003,5.181884592,6.26128236,4.042203674,7.820798767,7.145680816,6.588092491,5.679318526,6.053625639,7.002253594,5.768780942,5.160259324,7.672196003,4.325908186,4.863320281,5.237117707,8.152977542,7.581035238,7.355817062,5.40307286,6.314280648,7.988893793,6.718181932
cg20333904>NA,4.578852694,5.664251866,5.171455721,4.946964311,6.936377501,3.597599318,5.022203737,5.639168385,4.28486017,6.608798225,5.175788717,6.51740833,4.53136275,4.641955642,7.347213366,3.605103917,4.534883915,6.237273017,6.6554548,7.374166623,7.450748254,6.872914389,6.084978775,4.152379686,6.558953973
cg05965892>NA,5.117624596,4.717598685,5.732601427,7.505479212,7.23056416,6.904932494,5.233901246,5.220194287,7.753498776,4.892388023,6.610802276,5.499940593,6.265273428,4.958151552,7.498464521,6.664906656,7.364965127,7.460287557,4.868278916,4.787908093,5.714709201,5.980890411,6.770458661,7.37564065,6.814406891
cg04904318>HOXB1,6.696307828,6.47567167,4.961114209,5.248420115,6.801396892,5.425061019,4.764083531,4.828592646,4.378370767,3.469760234,4.425816542,6.068076128,7.012984383,6.495601699,7.213992849,3.561420458,4.028007521,6.876095724,6.561158624,7.004041892,6.51205076,6.370224751,4.414866289,4.429811244,7.131279653
cg10411146>ATHL1,5.486689069,5.079772944,6.655360759,5.460918092,6.009519407,4.656230494,5.675532776,4.606535878,6.698505621,4.090708836,7.154108745,6.700376177,5.415062539,4.344993777,4.525331019,6.757409012,7.370171193,6.498012314,7.692646928,3.807162921,4.757512497,4.422861534,6.258976497,7.64802229,7.722755293
cg11416102>ERICH1,5.270555449,6.058505926,5.394173993,2.359282035,3.098562805,2.645042216,3.058548822,5.150031215,3.360122844,5.68422049,5.403599648,2.170774782,1.730028991,1.921518545,3.309681591,2.723141656,3.117394962,5.555509401,6.059444032,4.380784687,5.84409115,5.787774774,5.403170923,5.826962867,5.668363561
cg22984587>LOC641746,6.424002907,7.367769983,5.124672983,7.152196143,5.730070851,2.774600576,4.75245152,7.002502705,7.531050622,7.261328539,4.410181611,7.563918226,3.351609551,5.871450934,3.842467884,3.348017297,5.44248706,6.08629801,5.630797281,6.054019895,5.799206058,6.091453857,6.30692327,7.063555943,5.049197228
cg07703976>ABCA13,6.743611514,6.738291224,6.39144532,6.241139715,6.247874221,4.439880916,7.057309215,6.877938685,6.763497834,4.439160236,5.988392317,6.030521441,2.647697185,5.031816984,6.015781749,4.359799937,4.180384915,3.79406754,6.559614778,3.45203455,4.768560732,7.082077195,6.644672264,6.968955447,4.850448442
cg19504605>ZFP41,2.746480249,4.838207486,2.826432722,2.197238716,4.889363499,5.036269042,4.804970449,4.871780519,2.957987268,2.053823892,2.875883335,2.079554049,5.045297536,4.835046915,3.082267638,2.646670245,5.3074538,1.955119878,4.289599205,2.013890853,2.992555778,5.093634033,2.799109873,2.741112603,6.066172516
cg17146558>NA,5.371323648,3.770239827,3.315735561,6.527496397,4.97814483,5.607668421,5.243096771,5.910967558,7.134866319,6.053141268,3.973421563,6.199867016,5.925845797,3.681177773,4.100957804,4.975374882,3.585846427,6.297635883,4.42789376,3.671334266,5.729448975,3.557031654,6.243480342,6.316655388,4.82079129
cg16860971>NA,2.976134907,7.031981101,6.382456896,4.583727173,3.879480696,4.732659286,4.894970222,4.064540321,3.982712842,6.019905905,6.548653136,3.547809295,4.07719184,5.555124943,6.175195875,3.776901066,6.388974328,6.16854964,6.247621972,6.589816358,6.13421571,7.074679598,4.265115858,5.548210026,5.77481386
cg10243459>PTPRN2,3.103122651,6.545849821,5.452336143,6.356689923,5.344372547,6.137080499,6.609012362,4.384095492,6.753583316,4.484943587,3.841094072,6.305036126,2.220641417,6.72232484,6.523377807,4.551717519,4.283386178,6.201617088,6.784004333,7.268574666,5.473150836,5.589289425,3.264794652,5.273364496,5.033911917
cg12028326>NA,5.747173981,5.890464509,5.824716951,6.978811922,3.629322275,3.74232329,6.54186103,5.847101678,6.23673943,4.357830247,4.3809959,6.208645013,4.254508656,3.307746388,2.891456931,2.651982314,4.37809233,3.458480627,3.985587574,2.682399686,4.306102644,4.119294249,6.609976943,3.999342917,3.800663194
cg00269553>PXDNL,6.080813225,6.590526213,4.452136828,4.159389543,3.947219202,3.082280484,5.945708642,5.482700437,4.644728647,5.340925303,5.569460626,5.119658937,3.008162184,4.263373544,5.608269077,2.183899165,2.475296219,3.576690853,4.590914739,3.296292753,3.386913219,5.079116668,2.595444771,4.080298147,3.213818332
cg13953735>EHD2,4.458270542,4.870629461,3.852154884,3.871794666,5.95232224,3.278026006,4.931909219,4.922196388,3.734751714,4.674772511,5.747383162,7.022813676,4.372126954,3.147391462,5.586928816,2.404664188,2.749069535,5.154289527,6.400747884,6.9676539,4.371636262,6.36425397,3.363692651,2.823295158,5.794253485
cg19515081>ZBTB42,4.507911261,4.54129354,6.258127265,4.537465284,6.130107654,3.160085114,7.120433821,6.47933359,4.520149004,4.289307508,4.28233334,5.214553503,5.962029411,4.169052628,3.559806519,5.91763655,6.023759502,3.95823279,6.766713995,7.073737746,6.505151753,3.840096381,6.680109383,5.563128496,6.341838176
cg21819984>LASS3,5.514432607,6.722855599,6.133865399,6.57565339,5.835689951,5.522565318,4.095131552,6.496983868,6.831312553,6.743846125,6.367106146,3.669060517,5.887824801,4.406039249,4.370578186,3.553084532,6.017235584,3.069100314,3.289318466,3.61884721,5.61912176,2.77105578,6.112931394,6.578797739,5.087077986
cg01652244>DPPA5,6.751262589,5.762036067,3.377866195,4.02163476,3.041034479,5.226703765,6.167196002,6.675376699,4.357275284,4.747092742,4.703156892,5.991147386,6.335301631,5.401208598,5.511178865,3.793167016,3.264095086,2.734479918,4.387934505,3.840172268,5.053103996,3.718621011,3.0544131,6.27609177,3.220531489
cg10448329>ADARB2,6.064589948,6.940716384,6.170613102,4.201927115,4.935373319,5.740964974,6.617771071,3.522155405,4.315159523,5.819196122,7.275328977,6.284425836,6.04991808,5.593525282,6.85264519,4.089831542,4.348499488,7.174401007,7.191208578,7.17486486,7.05151568,7.271999531,7.031700191,4.867617729,8.271057229
cg25828445>NA,1.544993312,3.483060452,5.358750252,4.960393429,2.200754438,3.541970642,4.981254425,4.51595524,2.569126498,5.334606132,3.723483899,2.457758197,3.859595922,1.062693059,4.591111972,2.991619841,3.400014297,2.28653779,2.792411908,4.709951636,2.982446767,1.413828421,3.540498611,3.626683326,2.347042382
cg04370829>NA,4.083009055,4.378036309,3.017478573,3.455638384,4.013099516,1.656807727,4.246002247,4.493804499,1.98841979,1.493035826,2.916996075,3.509383374,1.796310373,3.95344459,1.905546014,1.533453729,1.571264683,3.210099259,2.425652176,1.911265965,2.962141196,1.846986838,4.355195705,3.36742309,2.869768504
cg11436025>DSCAML1,6.168705882,4.232137562,4.481819654,5.245112568,5.693593389,4.314747019,4.446402175,5.794259708,3.728078584,3.398111323,6.349479208,4.640460974,4.223128469,3.219051968,6.674218289,2.86948213,3.671289263,4.188007182,6.852104585,6.999136624,6.372499816,6.287428706,4.662923787,6.412010523,4.988071785
cg15347156>MMRN2,6.123278589,6.704390098,5.510638734,6.410709916,5.073341984,4.290044832,6.794478625,5.069656838,3.887912086,5.275272399,6.365120082,6.987389778,3.419419173,3.536843117,4.998261944,3.019201411,3.725297091,4.049490551,4.692620421,6.240558929,4.321849908,5.113218367,6.279260879,4.769917914,4.193248945
cg17121828>NA,3.794141643,4.833398868,6.478120138,6.46156194,5.018057436,6.271795226,4.26441617,4.510594105,6.769946591,4.278403168,5.963177574,4.009131571,3.189604257,6.210809638,5.73663219,3.958686137,4.240106877,5.578584245,6.864347858,6.465004904,4.747086135,5.601072918,3.954911647,6.534016215,5.115813038
cg17588350>C11orf64,5.880225682,3.195042476,4.072566415,4.697493875,5.008378503,5.239929033,3.589870951,5.765818516,6.444962538,4.91151577,5.107891347,6.33913681,5.900974578,4.550277286,3.369254148,2.048191536,5.288922506,3.303506307,2.575742195,3.21982006,4.185495657,2.481887786,3.434112813,2.922245362,4.85603462
cg03644281>NFYA;LOC221442,7.751569051,8.007390432,7.956137252,7.031570823,7.970627297,4.56258564,5.146407513,7.484809491,7.784432525,6.838234695,3.934754591,7.94833672,6.888893006,4.508543367,4.9128551,3.667515184,7.694875354,8.130638387,6.742039749,7.68676384,7.913014816,4.805267172,6.049831115,7.831444709,7.006485862
cg07045469>ABCA13,5.612536958,5.873928697,4.926525262,4.348780701,5.014109867,3.600724672,5.369998744,5.322937023,4.192544981,3.17693761,5.327251667,3.984695373,1.856078298,3.636324049,4.43289173,3.051704495,2.78151049,2.624700154,4.018207614,2.583771289,3.203915744,5.646434281,5.107957776,6.145590803,3.832860712
cg12924936>NA,6.358549822,4.199665926,5.204322915,6.35441969,5.1971723,3.760062277,4.660344268,6.309169207,3.153429247,3.815315069,6.177456897,2.834428897,4.02094052,3.343678042,4.928528746,4.017651313,5.89291468,4.115077039,6.070764294,6.841894066,6.446275405,5.67938907,4.739525589,5.28242753,5.180813279
cg10578777>NA,1.602787188,2.819008235,5.317941079,6.191870933,1.279928975,2.994004999,5.442982942,5.389950113,2.494067608,5.319162432,2.712762197,2.463370614,4.022551164,0.766514529,4.91404193,2.699537679,2.845527492,1.818994295,2.432117477,4.375157135,2.568418449,1.151834381,4.082604485,3.019713815,1.590154389
cg27104778>NA,5.462373251,3.609196946,5.44274314,3.668456401,5.691272648,4.011416512,3.840039403,3.605295853,3.599269463,5.998519071,5.858956152,4.649647752,3.135630985,2.894379,5.757448595,2.724903935,3.631973982,4.947303963,6.222809986,7.176556369,5.32110427,6.035144929,3.532032994,3.520476059,5.152533887
cg02574844>NA,2.643074355,4.838327992,2.861220791,2.712055727,6.605121785,4.480754013,7.041897913,4.44493199,2.993156145,4.199782055,5.678723031,2.993423447,4.052869518,3.007560388,2.789731779,2.04140781,1.989796928,2.279920922,5.461208493,2.344963858,2.176396297,2.242354588,5.750651115,6.295085426,2.423611115
cg18847089>PRKAR1B,6.763689657,4.415099949,7.485954102,6.520207826,7.362787198,2.708401624,6.240506406,6.356040972,8.413266293,7.933140157,5.297331556,5.068136127,5.973115208,7.483908106,7.645744834,4.767502239,4.315589814,7.757236279,5.491408848,7.54611643,5.638206608,6.236112745,5.574583082,7.781979718,5.673647765
cg04585209>CCKBR,4.283131721,4.829413159,6.125156819,5.232383212,3.228794898,5.599640252,5.970208418,2.81487612,3.334981987,2.461200723,5.839694194,5.556856079,3.534733904,3.994206288,4.58370752,3.046618158,2.760398343,4.378466057,3.491870754,4.730656398,2.879945715,4.376078645,5.560374492,4.698818258,3.069578593
cg16855352>NA,7.295146261,7.080258762,7.182580434,5.829332861,5.115991789,4.071358262,5.78078165,5.556658903,7.385272912,5.422712799,3.708637835,5.670357471,6.393169276,3.648814311,5.539036144,2.904647448,4.776129877,4.665463609,3.280280125,3.249910657,5.915893288,5.468039202,2.940326193,7.081578772,6.50994268
cg20845336>NA,4.5581335,4.741978594,4.690793486,6.195614195,5.759857759,5.04591001,3.46450822,6.200942762,4.590101459,5.653737852,6.54963924,5.069149484,1.146224517,4.885320507,4.40292094,2.633242052,3.309246565,4.319580728,3.559063188,5.718811886,3.6170087,3.292238045,5.925933334,2.921572634,4.706391031
cg20188490>PRH2;PRR4;PRH1,2.881345019,3.781195734,3.863766527,5.037652871,3.223211561,2.125523315,2.480553094,2.505422738,4.978526925,4.937622928,4.922462204,2.574716846,4.000308275,2.297422617,3.010936415,4.873332402,2.401028726,4.276885676,5.341380667,3.494224264,3.403250824,4.762298881,5.09042352,3.300509283,5.202621176
cg07366506>NA,3.71470829,4.738060868,4.220708092,2.536453184,4.645510425,1.570664418,1.987484306,1.644903477,4.975678386,2.412535679,4.341898359,3.112131466,1.206107358,5.199001572,2.843864817,1.959111623,2.548863986,1.61169424,1.158408831,3.934157143,1.600197084,2.198838563,1.323421794,4.260129941,1.969485805
cg00251875>AFAP1,3.444247109,4.80680204,4.044950262,3.512769582,4.654862105,4.596753686,1.965443652,4.814983666,3.437990386,1.858839373,3.53763132,1.788384069,4.784552728,3.662223897,4.883518928,1.990882342,2.650668467,4.354184964,3.716163138,1.858248158,4.627603415,2.114425165,2.290047971,4.923098468,4.097067227
cg13680844>TLR9,5.112840977,3.89194778,6.212172335,5.453145477,5.656211443,6.487788901,4.571196207,3.69562863,6.927764127,5.940506312,6.739007931,3.505428508,2.373679172,4.812761983,6.30621179,3.251027431,2.638386454,3.998996421,5.545079496,5.723671091,5.994752455,5.101242013,3.80107443,6.443048527,4.402062222
cg21634283>NA,3.824093531,1.664309129,4.378500964,2.083232314,1.011210398,4.617765223,5.720508761,0.747281337,5.128847793,1.15604712,4.492854795,1.283401974,0.825074763,1.644819577,5.325306717,1.763265402,1.406579005,4.856890628,1.083486107,3.858311346,1.457349491,4.186689298,1.546485039,1.06482068,5.356371892
cg23442198>CYP4V2,5.197572421,2.126482604,2.786760976,1.94332907,5.607681682,2.158626783,2.189653552,5.777599726,4.198265596,3.72007429,5.794050301,2.541586957,6.309493879,2.000654653,2.913575172,2.3344948,2.067818214,1.993012812,6.351698701,6.330618135,5.844063142,2.443897053,0.960234329,1.748637924,6.408596721
cg06183872>NA,1.859403784,2.004569805,4.6056086,3.233335245,4.68409091,3.773535771,1.785729881,2.130326207,2.844753506,2.869394946,1.527337638,4.73169002,1.959607444,5.321564721,3.45053519,4.013806197,1.488122448,2.074567457,4.032293814,5.173517677,3.639490927,2.950301413,3.540726303,1.927369447,6.093189723
cg17510385>TRIP13,4.231713441,3.68652661,3.452369709,2.99074917,4.408485062,2.742666984,3.169380827,4.808084795,2.524170185,3.429151993,3.114606005,5.431091305,5.483077577,2.531193222,5.132020047,2.906483413,2.834287291,4.469217368,6.588086681,5.717127689,5.211480478,5.24079184,4.026337102,2.356343869,4.659398192
cg14048463>SMARCA4,5.528830794,7.300666726,6.904978199,5.525464999,7.051982013,5.812021528,6.060979601,4.645083745,7.62492527,4.316423734,5.657416996,6.29205656,4.374038319,5.892482017,6.246666373,4.493427934,3.082176825,4.730984072,6.90855411,7.390646338,6.198743056,5.573370185,3.928527634,5.387345833,7.002902009
cg27275811>NA,3.346269107,5.562656335,4.668652949,5.347757961,5.167681105,1.73660531,4.270994438,2.071614041,4.794688686,2.905127835,5.44974095,3.314005267,5.639355808,2.345508696,2.611540986,2.175347294,3.045891339,4.258357624,3.666381929,4.865589609,5.309537346,2.089804548,2.784696034,3.053158335,3.620252837
cg02157626>NA,3.820394348,4.250843238,4.464061666,4.386609113,4.282667779,4.164849211,4.904198744,0.975304642,4.385207283,4.160742753,2.463976337,2.584153284,3.349195599,1.791907508,3.03371422,1.40337927,4.395839582,1.846391108,2.302297603,3.922884538,1.85251065,4.393634312,1.65970937,1.938984655,2.787129053
cg02102533>CCDC102A,5.377504438,2.894733694,5.463687084,4.593114275,6.226485757,3.433247206,3.677316362,4.855427282,4.142114239,3.121738065,2.712132357,3.001104466,5.938660302,3.329234632,5.636633023,3.277740875,3.022536717,4.134754064,5.348968555,6.105825683,3.93927799,4.505146986,4.911356509,6.010122771,5.934850545
cg13659360>TECTA,5.401507141,5.597647086,4.299432963,3.856319058,6.621853865,4.495070556,6.2574141,6.682799663,3.987802818,6.956883464,5.285037845,7.294121647,5.884180487,3.751476001,7.101941976,3.466486918,4.799206608,5.549907772,6.729096137,7.30214424,7.050284789,7.183689224,6.622084193,3.983703356,6.488828242
cg05760937>INPP5A,3.625392063,2.87676134,3.487891915,4.815659151,4.559932594,4.683224185,3.002615637,2.333734095,4.744735725,3.641594349,4.584365155,2.867230022,1.691433475,2.198710035,3.963481052,1.749063593,1.815865919,3.558608763,5.35778875,5.933657222,1.6902659,3.488366225,2.293419546,3.705960972,2.763457731
cg25973369>TUBB4Q,5.446329368,4.704782695,5.221691294,2.919700597,3.900963297,6.356335287,4.110405937,4.845850122,6.662099034,3.885171545,5.846578027,6.230271372,3.576662929,4.734041072,3.707133313,2.495663231,2.480415884,2.171422476,3.670169112,2.386121233,5.953933431,3.257074049,2.99949682,5.751468312,4.910391212
cg19169023>TYRO3,2.102283326,4.189225248,4.039282506,4.51254822,4.03353765,1.974193613,2.150751276,4.327419864,4.311980893,1.840705312,4.096408363,2.255874434,4.114823693,2.121349788,2.04456817,2.128314552,4.424152369,2.106107574,1.506934052,3.861028254,3.938733331,4.195293686,2.176845292,2.101811474,5.059388321
cg14531093>ANKRD9,4.343103051,7.538448372,4.851516187,4.629385201,5.051161537,2.87711903,7.323163652,3.504923418,3.527230425,6.345913241,4.382904866,5.801228416,3.957566614,3.172815528,4.337251276,2.948135974,2.848683151,3.60459769,5.939140721,6.627540746,5.443874186,3.952800241,6.368868547,4.574345098,6.690785737
cg27502298>NA,2.760737365,4.749226093,1.994012809,3.65992665,2.012997049,4.955726502,3.80601059,2.364786635,2.577057018,1.691304589,4.007928092,1.966570052,4.247987637,5.24358999,2.081313386,2.515667295,4.341226754,4.991779744,1.066300791,4.090274895,5.19024945,2.129558949,1.078913717,2.001681319,4.861581077
cg19712189>TDRD12,3.862943812,3.007890336,4.022958665,5.23070082,1.675784302,2.845656934,6.430976378,5.106723334,5.249453208,2.641596596,3.58823158,5.768515084,5.446890385,3.608775086,3.874588903,2.812680053,2.898500493,2.778439749,2.80659747,2.633996112,5.090629225,2.596664174,5.359643555,4.009149901,4.279764254
cg10348368>PACS2,3.699543428,6.203333897,4.058400789,6.547959167,6.119174796,3.571070988,4.72684911,3.485283752,3.162904739,4.243397358,6.053790685,4.47797642,5.723006373,2.744410579,5.801829144,3.483324104,2.157923175,5.177322552,6.02762752,6.420096548,5.370861199,4.346953448,5.373146919,3.599871832,5.510139584
cg03329597>MYH15,4.364494563,2.139085134,2.371371742,0.357697581,2.004288389,0.269407647,0.297446358,2.570122452,4.224678638,4.500214157,2.365315872,0.403414744,2.238098746,0.339118122,2.05581357,0.375456981,0.415201421,0.366153287,2.59697956,2.147828874,0.399554905,0.303335509,2.201147578,0.326829082,0.859309692
cg13038422>CACNA2D4,2.139811101,4.086654879,2.152454023,1.406134976,2.142661457,3.989130404,1.95302263,4.764772004,4.515902044,2.050700997,2.04604333,4.425793653,4.501170408,4.019877417,2.49389388,4.637837046,3.57549454,1.777084799,2.504390379,1.816590714,4.326370831,3.787787543,4.406154579,4.44121666,1.999032854
cg13298070>NA,7.463326428,7.449241834,7.139449028,5.772004518,7.205806773,4.944356974,7.480178268,4.230672046,6.195185325,7.293902091,7.108902244,4.641904601,6.758405772,7.333064368,7.347410997,4.065302042,4.512329413,4.696435835,5.717073944,5.469687944,5.319329321,5.001888257,7.149412977,7.280615205,5.316783337
cg02891314>GFPT2,1.971870583,1.98026445,4.575228914,4.542998346,4.544971136,3.661171598,5.585748961,0.994507397,5.372970046,1.782677498,1.782230951,2.00216652,0.93643055,1.880153003,2.412251037,1.029913715,1.43483237,2.64053321,3.552052261,2.769359844,1.982373696,4.678788139,3.760062007,3.738028466,4.164901115
cg18096251>NA,6.232635646,2.584675533,6.233626153,6.14360153,6.190953474,5.673694081,5.206917625,2.833075619,6.426878658,4.386712221,6.164541526,6.196204365,5.969186918,1.699060538,5.44906291,1.911958352,2.271298659,5.91470757,4.918502187,2.940110496,5.863003057,2.331545767,2.031516307,3.235883831,5.109770881
cg03976326>SDK1,3.113633271,4.855285368,4.414987879,5.58550952,5.306405867,5.501451648,2.82090839,3.24019964,4.683974851,3.324637957,4.466102043,6.211552273,2.594445449,3.007461645,4.108562175,2.570271575,2.397528165,4.169524371,6.328629105,6.845619727,6.215993716,4.015341908,3.546203479,4.505444461,6.256747981
cg27452922>NA,5.885372516,6.633781115,5.557031675,3.539940585,4.489163016,2.937421891,7.188750389,3.61756855,6.926325235,6.831048256,4.325162049,4.633612012,4.06754888,2.822446229,6.942807534,5.962404914,2.262532479,6.964408741,5.643445626,6.739827094,3.663013511,6.581299286,6.040245014,6.485981054,6.602605172
cg23237611>MSH4,3.496332042,6.843014151,5.628153599,4.59671307,5.454337678,4.179838409,7.280793007,5.652343569,4.145211172,5.616412047,5.023106646,3.739380712,3.596425782,6.083448442,6.876143901,3.876548721,3.449419747,6.647654095,6.783949697,5.640850496,6.233618462,6.554673041,4.902032994,4.510894115,6.753525281
cg05364747>OBSCN,3.311077768,4.352992148,6.08553981,4.992531078,4.072164982,6.194848606,3.717730497,3.151019533,7.220738185,4.040473254,4.956356643,3.81345934,2.562376889,6.328173778,6.390812851,4.531658847,3.210071352,5.450918713,6.38094578,6.817756553,4.5261315,5.696755396,2.723767073,4.429507849,4.656916574
cg12894883>PPM1F,4.019163133,6.328058587,5.649034419,3.777054553,3.758175223,5.703801944,4.165514615,4.403462386,6.164295939,4.153951206,6.081592912,5.867708014,3.14005924,6.30580825,6.638665288,3.700935798,6.521874568,4.944155055,8.502185422,7.844133037,4.893704723,6.020356687,3.125931525,4.287098135,7.583245028
cg14536467>ABHD8,3.388876462,4.778467239,4.937237564,5.807750898,3.068559606,6.828651199,2.680972283,3.519388077,7.587136392,2.849836551,5.639313757,3.667145274,3.015244939,5.536413053,6.210877255,6.43941272,4.31678654,5.503124691,7.146119589,7.329697571,4.665643511,3.764401905,2.506438337,3.777705007,3.725468991
cg16814680>NA,1.468725382,1.672312971,4.040753604,2.758448573,1.50220041,3.947507979,1.577210172,0.305661632,0.279610731,3.398758853,0.270925393,3.587436053,0.863263913,3.762805367,3.635559386,1.101898487,1.246772633,4.033745725,2.516489506,4.574151175,1.835993922,3.339127937,1.07096007,1.389337242,0.860482623
cg24408776>ADORA1,4.462169086,2.876151874,4.616699112,3.717995342,5.399301072,6.406514421,3.173311331,2.915084709,4.983622676,5.255317651,5.752460027,3.231293451,2.079575337,3.049036603,4.757533248,2.534302817,2.583070976,3.722789262,5.471162125,7.605860741,4.486866387,4.794136968,3.081500809,7.333920595,3.306202281
cg08477332>S100A14,1.962936648,0.776489815,3.420933022,3.615416591,3.430440249,0.836646062,2.034775146,1.906826726,2.254712922,1.177886317,3.543541685,0.690617458,2.412777898,3.500517556,3.726996735,1.934663052,3.732335565,0.864258501,2.235955984,3.203989419,1.788773925,0.824386548,2.037957908,1.006213917,1.146543143
cg00224807>NA,5.659179434,3.840374404,6.298219472,3.949588012,5.570932523,5.762042239,3.49140001,3.581918277,5.635662754,5.042777411,2.125187508,5.3325853,2.432488589,3.482440191,6.430622942,2.097148471,2.756217409,3.460827178,4.738038739,4.897453536,4.049147395,6.665477277,6.126673457,4.833158741,6.230745171
