gene_id,Groups,Category,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54
cpg944,Group,D2,0.743585786,0.772699429,0.738641585,0.638070186,0.767027702,0.711362626,0.680773346,0.670868232,0.774752362,0.637693901,0.626294267,0.675232397,0.701845398,0.668141418,0.672866289,0.645862085,0.70600012,0.601489537,0.673048264,0.647941087,0.650320573,0.671694807,0.432485999,0.600017481,0.658880104,0.727189529,0.471711849,0.627281364,0.635651734,0.748064567,0.667032347,0.743529145,0.711474013,0.756838176,0.683977552,0.495184038,0.694103746,0.692814175,0.70289222,0.802174162,0.740364573,0.771797723,0.793643104,0.739458349,0.75037144,0.854893553,0.837994268,0.737475055,0.70350976,0.766374915,0.619226971,0.437696034,0.449817223,0.668062397
cpg945,Group,D2,0.950459485,0.950263306,0.932741199,0.941164738,0.945723062,0.935700601,0.953799976,0.95380464,0.947002487,0.953630094,0.916840537,0.94262314,0.947211684,0.924108439,0.937302831,0.941313873,0.955929597,0.933534986,0.956509856,0.952716329,0.93497675,0.95437296,0.883053725,0.902235362,0.953060085,0.938164172,0.841037574,0.915289812,0.944001299,0.948526697,0.908234502,0.935971183,0.923479899,0.889678138,0.946402766,0.925356162,0.952625911,0.930092482,0.937051836,0.904410328,0.9315373,0.938857989,0.930191976,0.958075308,0.935931994,0.926907546,0.711080119,0.91733816,0.87081461,0.918596077,0.892255388,0.94900032,0.913256058,0.557849949
cpg946,Group,D2,0.903318874,0.92639014,0.906053761,0.942794053,0.924774993,0.913707251,0.935534813,0.917008137,0.928337009,0.91956236,0.897089987,0.938124381,0.933455072,0.909149496,0.923019632,0.925765266,0.932013134,0.909131722,0.925233017,0.935210822,0.914744401,0.938265423,0.829695393,0.92363431,0.915106106,0.924442395,0.833997798,0.944286074,0.924680245,0.930819957,0.902363066,0.938652963,0.90595756,0.909944682,0.928230611,0.901556269,0.926674593,0.955517308,0.947012307,0.92735829,0.936120345,0.935724082,0.925875561,0.917907841,0.923925605,0.943267717,0.935549606,0.882157451,0.928394192,0.927448899,0.896633945,0.908633776,0.92800229,0.913082447
cpg947,Group,D2,0.745170469,0.845090929,0.70741863,0.487967536,0.657697577,0.775527346,0.785498969,0.450740041,0.781972847,0.790140209,0.742220016,0.726946458,0.713265989,0.732361585,0.761976665,0.868480088,0.565285457,0.704439804,0.704967308,0.637967627,0.676176049,0.635483569,0.551614745,0.773244354,0.663871641,0.608655076,0.795942637,0.460455075,0.672114769,0.718709316,0.374509934,0.605985601,0.765104112,0.752334468,0.740956362,0.463988869,0.695892989,0.835304261,0.88463736,0.311153981,0.767075299,0.920067729,0.901680506,0.776465125,0.740062964,0.860802756,0.712015069,0.793093184,0.426554367,0.921104929,0.61473404,0.396311969,0.646014519,0.896970493
cpg948,Group,D2,0.017282998,0.021314079,0.038254022,0.018674088,0.016746322,0.01120803,0.040046689,0.024215885,0.018689981,0.032025537,0.014657721,0.023127202,0.029965516,0.012529547,0.031728744,0.013445241,0.040633419,0.021434384,0.027735728,0.047726335,0.037791729,0.041295898,0.013535644,0.023453334,0.011729988,0.036305542,0.042103815,0.019378547,0.101164937,0.114602937,0.049670488,0.295426312,0.045915216,0.118701519,0.022010482,0.020000323,0.022041487,0.082493103,0.027311076,0.071475638,0.02695817,0.026913223,0.067959906,0.027279353,0.014505241,0.013187513,0.012763305,0.033097431,0.059775863,0.040072302,0.020479216,0.011088086,0.013716037,0.009813336
cpg949,Group,D2,0.509110609,0.433456408,0.452341463,0.730634673,0.567177753,0.628758016,0.478394823,0.510762757,0.541182621,0.561690121,0.52125679,0.420836555,0.581678127,0.47436411,0.478869702,0.55029349,0.422024893,0.493083905,0.659667485,0.413894221,0.469207735,0.5974309,0.787846785,0.657575708,0.583808882,0.435536494,0.647914122,0.805017173,0.488528559,0.739951315,0.614994991,0.823851963,0.593989046,0.548972096,0.576760983,0.781868794,0.734080201,0.442450696,0.7610994,0.686511653,0.492461729,0.650862658,0.801573161,0.348198346,0.72211642,0.585499417,0.883684931,0.688199621,0.733621598,0.489633708,0.721436477,0.732367939,0.241352187,0.098609382
cpg950,Group,D2,0.564614454,0.611058943,0.476183669,0.588998893,0.581837835,0.536085134,0.469689052,0.456320986,0.518034394,0.347272114,0.535539478,0.519531013,0.507920423,0.499711975,0.519964233,0.396753549,0.528303017,0.373836133,0.502396244,0.432888981,0.559346247,0.562266914,0.462228383,0.539869771,0.53474085,0.431386549,0.359955457,0.662939258,0.630833485,0.668922076,0.633322422,0.740941101,0.587702492,0.668500451,0.759822673,0.730221914,0.540485075,0.612678629,0.714951307,0.503229891,0.688168422,0.783797357,0.807173629,0.421925805,0.65101939,0.634507674,0.777038384,0.468469115,0.719416555,0.588849403,0.686455071,0.603217617,0.210720202,0.194947121
cpg951,Group,D2,0.400082468,0.550008321,0.396255066,0.504485283,0.384426319,0.417721158,0.54534502,0.397921344,0.417792549,0.483122543,0.438046187,0.576883939,0.533734441,0.510358538,0.454266529,0.461554828,0.548404025,0.564039815,0.377740725,0.398428829,0.559121788,0.53100935,0.424623954,0.535753122,0.438503765,0.474252275,0.493331135,0.425484714,0.291896875,0.302636276,0.460229199,0.543229976,0.290558474,0.305654738,0.221486752,0.492006272,0.357727982,0.412563744,0.254475868,0.713621469,0.35506028,0.24848724,0.104446376,0.273705104,0.301168861,0.607970544,0.702236538,0.364504336,0.221263696,0.631708718,0.30443559,0.383116474,0.32146254,0.062122345
cpg952,Group,D2,0.924400874,0.9324507,0.936905451,0.927298105,0.927910344,0.912466086,0.933788356,0.912254693,0.950789474,0.926273614,0.932468974,0.945398436,0.918951449,0.930286011,0.916709378,0.926952667,0.920104605,0.916640862,0.906467923,0.921811853,0.935974647,0.931414241,0.91064821,0.941667886,0.892365513,0.936690627,0.882226956,0.912183169,0.910119358,0.927567184,0.89680787,0.932204882,0.868182578,0.926125593,0.919249077,0.94221312,0.918777713,0.924929472,0.93135292,0.934025703,0.94568477,0.866257837,0.935852528,0.933617362,0.935131119,0.937116222,0.916632673,0.894444567,0.934840808,0.927730617,0.874706053,0.903267335,0.919539545,0.564621138
cpg953,Group,D2,0.885305327,0.89580147,0.919354375,0.935610789,0.882611883,0.821751987,0.887564576,0.849521215,0.871522734,0.817007797,0.810561531,0.816045724,0.829207824,0.783540666,0.86506926,0.855152838,0.83712194,0.854004649,0.793819121,0.882853274,0.862798471,0.811785463,0.697705784,0.762788828,0.863376973,0.904491358,0.556620292,0.830589297,0.902578942,0.923040903,0.918846659,0.865029094,0.914590209,0.887161071,0.915658167,0.906037232,0.895697602,0.905127472,0.891666273,0.887015108,0.886823947,0.759912357,0.932857188,0.731555088,0.918151604,0.916051813,0.940555804,0.870561124,0.897759506,0.932738352,0.837781232,0.822885016,0.846781589,0.943324177
cpg954,Group,D2,0.696292585,0.779968532,0.614656404,0.810017978,0.761413593,0.810294867,0.604815638,0.635976821,0.672959325,0.564265094,0.580044765,0.593183336,0.734724649,0.608667529,0.771883327,0.750910719,0.650652946,0.592740321,0.704616871,0.687652414,0.648498334,0.776133113,0.853961505,0.830641213,0.755815053,0.727740473,0.827078074,0.84583151,0.835097989,0.81577432,0.85135192,0.811196987,0.431082941,0.725025888,0.837637074,0.845992814,0.8898294,0.754897314,0.824569151,0.81405731,0.816968684,0.881806806,0.821301091,0.906141489,0.772121988,0.880625139,0.800828619,0.54989698,0.785890276,0.852663783,0.851576276,0.763449155,0.876679852,0.23763994
cpg955,Group,D2,0.387681433,0.570277402,0.470472539,0.492168606,0.576164265,0.530322345,0.443847231,0.423435659,0.440089394,0.410518046,0.426249597,0.423046985,0.493864966,0.32872642,0.517701914,0.42776745,0.530949411,0.48492399,0.417894665,0.453666274,0.369178933,0.486332037,0.385074496,0.562220473,0.425889285,0.532593027,0.44147124,0.522812374,0.476419979,0.640901795,0.513010164,0.47476916,0.618934037,0.573729002,0.378755158,0.554382042,0.666519381,0.478901458,0.65083244,0.565402859,0.424105391,0.75576181,0.546253713,0.566861714,0.661658284,0.499089684,0.447057044,0.558196466,0.583209066,0.579175569,0.532910759,0.476311192,0.465603732,0.603889727
cpg956,Group,D2,0.933822904,0.875681427,0.933939207,0.861922168,0.909058803,0.912548297,0.893894242,0.873501767,0.925833587,0.893264851,0.85444917,0.892355398,0.926193881,0.887555014,0.904672702,0.900694906,0.908150774,0.867422314,0.857642793,0.874710174,0.911976474,0.890706078,0.906390509,0.89103044,0.908381396,0.895113294,0.858099895,0.889117854,0.905134683,0.885584895,0.67313139,0.912934944,0.741376605,0.926280527,0.892388064,0.923734019,0.932818184,0.939323494,0.913733559,0.708779679,0.90993187,0.913520745,0.93058276,0.547700912,0.913591164,0.885674221,0.747459372,0.82929071,0.907274843,0.895694149,0.897626334,0.913781802,0.662206034,0.380392157
cpg957,Group,D2,0.355252135,0.497986245,0.410396122,0.372091033,0.460237799,0.433361417,0.389543078,0.35441618,0.413489664,0.363069517,0.446354547,0.464176445,0.407802527,0.290676369,0.398720613,0.372394889,0.313568748,0.425366581,0.336773694,0.376304281,0.267612158,0.399291894,0.260952909,0.448474947,0.329180752,0.412721421,0.381742337,0.432860082,0.282600507,0.424770395,0.51525708,0.53807543,0.542277146,0.614888538,0.613642923,0.362661441,0.5246406,0.689192516,0.659920965,0.755969077,0.553692948,0.781693379,0.817587109,0.234837904,0.673469809,0.79589335,0.551882652,0.783445204,0.148044459,0.565064171,0.571898742,0.544980096,0.272733075,0.740606688
cpg958,Group,D2,0.843096387,0.867639263,0.80603626,0.621327375,0.872009114,0.800741386,0.850380151,0.9161309,0.850096782,0.889966603,0.856375711,0.900168332,0.901124343,0.875274184,0.887698002,0.913955478,0.857274925,0.87904378,0.801952563,0.893589261,0.833967371,0.841283787,0.861784329,0.880243259,0.841030711,0.864785143,0.812311551,0.6119304,0.855494968,0.716093441,0.63293415,0.742584661,0.490117418,0.692633345,0.796781581,0.528031098,0.785206756,0.817540314,0.819736528,0.621382477,0.776459496,0.783879954,0.824893376,0.774162781,0.79732206,0.718966042,0.557208881,0.299816716,0.812607488,0.80530529,0.537848572,0.710749259,0.602996272,0.290449776
cpg959,Group,D2,0.903906641,0.929331439,0.908148634,0.913960115,0.936840525,0.904452187,0.905772542,0.880112378,0.918562102,0.916246024,0.899439265,0.910090555,0.915303455,0.882930568,0.879628301,0.874703073,0.908990681,0.895083613,0.896135297,0.895451891,0.871566265,0.922222161,0.88220779,0.908369946,0.889063412,0.892379087,0.819307106,0.928979868,0.892781465,0.934162723,0.857157285,0.929307563,0.89691504,0.880945666,0.894635952,0.941515755,0.947736385,0.902185203,0.901518507,0.907562897,0.924032405,0.893485083,0.88968739,0.687679498,0.935043429,0.928294569,0.920930449,0.930687259,0.876434183,0.90893909,0.897761433,0.913460507,0.829876609,0.137545527
cpg960,Group,D2,0.945411703,0.937442611,0.946120184,0.941209,0.923874969,0.927829472,0.951936704,0.936828268,0.929686114,0.934269028,0.936890874,0.934861076,0.94000309,0.9341785,0.93885668,0.932472223,0.949795171,0.945566551,0.92674535,0.9311892,0.935284092,0.936098976,0.920144625,0.937347661,0.947896835,0.945020683,0.94796848,0.947047953,0.945478439,0.945579732,0.924304869,0.943906787,0.937343181,0.935348086,0.926159643,0.92469218,0.951336409,0.923774741,0.943556734,0.93314185,0.930667142,0.942512736,0.853318084,0.923050266,0.915366915,0.944023377,0.941974501,0.838600758,0.922196471,0.932641991,0.932487572,0.911139561,0.919571874,0.918280477
cpg961,Group,D2,0.324825517,0.196296428,0.431092948,0.534722415,0.286339793,0.525769417,0.280651245,0.292791515,0.218816424,0.337321565,0.503031315,0.336482944,0.425180119,0.390135894,0.390219683,0.404917229,0.276862404,0.442736482,0.422507346,0.339365506,0.311700883,0.366110722,0.827869743,0.383833249,0.249569333,0.269264857,0.605801562,0.485389739,0.477430566,0.365123559,0.720361775,0.423045968,0.893818745,0.209076208,0.276386235,0.696361546,0.441691388,0.588553441,0.218826817,0.169723043,0.288092746,0.292349594,0.152436517,0.701909954,0.335206087,0.199355571,0.189965513,0.750180137,0.364291332,0.24883141,0.52065605,0.483229987,0.856809653,0.035577245
cpg962,Group,D2,0.356344784,0.324862022,0.382259842,0.514037923,0.327436917,0.428274884,0.285109781,0.231638868,0.318881347,0.30067984,0.331644047,0.269779428,0.473657022,0.24663258,0.435667084,0.350940783,0.328762586,0.376652854,0.298111052,0.222549159,0.26985954,0.341141403,0.64672282,0.445227627,0.408908954,0.33567204,0.524678869,0.679361548,0.626516935,0.602639503,0.322025208,0.720739091,0.315893159,0.630832084,0.466542126,0.787457407,0.599682206,0.577297085,0.601718822,0.819965762,0.512544142,0.740559134,0.591438162,0.053144375,0.552193439,0.76917338,0.761442631,0.127350595,0.549291745,0.717439506,0.744829288,0.313670324,0.143151816,0.040232698
cpg963,Group,D2,0.893881264,0.895649024,0.875334675,0.903024613,0.915361671,0.911545349,0.868832296,0.886970072,0.898864824,0.868039818,0.867188601,0.877318332,0.884325588,0.861622902,0.861653623,0.820801484,0.887462487,0.856778871,0.879296984,0.908727556,0.8604852,0.890210781,0.910716206,0.905223344,0.913955249,0.852311222,0.891944329,0.903841442,0.902644248,0.916940473,0.914829708,0.934806644,0.909797493,0.915184238,0.91473324,0.894197388,0.877185041,0.925132688,0.911150098,0.86946181,0.91273381,0.923218254,0.923838043,0.934450194,0.902566637,0.937584606,0.924750582,0.898219963,0.932498069,0.908676835,0.909935266,0.929071078,0.922351315,0.930985203
cpg964,Group,D2,0.897773693,0.908014816,0.92261931,0.898930932,0.913770076,0.903330744,0.940253171,0.91987776,0.924577149,0.911180654,0.911164657,0.9315293,0.906851889,0.902943571,0.888302513,0.878819577,0.92999433,0.907972478,0.91416601,0.920994596,0.896241714,0.919594827,0.824857128,0.880699577,0.899248636,0.897452937,0.657448078,0.911061045,0.920014423,0.898472632,0.646395026,0.886179236,0.753840578,0.929547628,0.894896879,0.894882295,0.946265684,0.919916402,0.921841713,0.08819331,0.918362256,0.938208119,0.865119282,0.931547368,0.929312591,0.924457261,0.921074018,0.902290725,0.915748612,0.928142667,0.885118309,0.897382504,0.904119266,0.933907504
cpg965,Group,D2,0.421609979,0.457481879,0.511638097,0.546822132,0.52095484,0.460636489,0.435005445,0.362608578,0.417978568,0.440586648,0.454978792,0.458038131,0.412831906,0.409131946,0.444395138,0.351046107,0.470266682,0.38224443,0.39473935,0.419932827,0.409666712,0.445681023,0.329515397,0.41648851,0.54911382,0.391586016,0.311624773,0.45593905,0.508599721,0.678645553,0.446695628,0.675705433,0.508196916,0.481787931,0.650883702,0.638032292,0.639183597,0.485514246,0.633822734,0.433977431,0.621898005,0.705278239,0.640956364,0.238200638,0.530212309,0.357526581,0.779123976,0.675619571,0.578611985,0.651541634,0.623978079,0.493574518,0.34548369,0.094817107
cpg966,Group,D2,0.705401843,0.706313836,0.70303064,0.853935546,0.690088854,0.766898227,0.71072045,0.649221987,0.635140391,0.686730542,0.725488781,0.618852405,0.717494014,0.655881833,0.723380633,0.562429927,0.719635201,0.674203118,0.715210799,0.675536628,0.633302436,0.742798933,0.818577447,0.755403545,0.692985965,0.737083971,0.774654491,0.877171325,0.801331943,0.86772363,0.867342175,0.912703275,0.914696426,0.877380079,0.879347393,0.904430649,0.822936426,0.836801267,0.855373165,0.910340954,0.786219198,0.920318457,0.914437425,0.95317087,0.895491704,0.956378961,0.946899123,0.873641529,0.916558605,0.861580017,0.92116965,0.804957964,0.844036072,0.962300564
cpg967,Group,D2,0.857951004,0.858535608,0.799888526,0.454649044,0.803570584,0.77021015,0.836829776,0.835976258,0.806643019,0.802602577,0.785637724,0.860599594,0.866065921,0.795478459,0.806626608,0.808844868,0.819346563,0.846655968,0.769323637,0.784321745,0.81922606,0.804888935,0.809124307,0.837199179,0.832410553,0.858364377,0.869897827,0.380862705,0.815702587,0.552248846,0.397903907,0.781028387,0.463035759,0.822985794,0.715342203,0.348654284,0.624230486,0.526980134,0.681310403,0.831244383,0.748288037,0.798224573,0.621718846,0.772826259,0.787627554,0.81356753,0.822951494,0.764682963,0.693286838,0.738928938,0.395025638,0.570250578,0.708761457,0.835064677
cpg968,Group,D2,0.04126793,0.089535489,0.106921063,0.025136657,0.047802414,0.046822478,0.04618199,0.030070507,0.031439277,0.052259879,0.059034896,0.064398337,0.092446279,0.095767735,0.052816993,0.066255445,0.028227507,0.066687491,0.04111209,0.061606637,0.048787939,0.089789327,0.040994139,0.068638528,0.042047351,0.037165145,0.019809889,0.034354736,0.053123357,0.384493514,0.338834449,0.518579024,0.248287356,0.35678655,0.218198744,0.169394083,0.320225501,0.501749984,0.041071616,0.133418332,0.424822592,0.031027459,0.739578615,0.02877833,0.535663664,0.02765119,0.537774965,0.286274113,0.196095034,0.437013615,0.163320769,0.029204532,0.02947875,0.023311357
cpg969,Group,D2,0.896766092,0.831860075,0.833443269,0.86012796,0.914358965,0.903550463,0.911017674,0.90857511,0.881710536,0.901973484,0.922509276,0.903422855,0.90519677,0.918100735,0.894193046,0.943154587,0.911182962,0.873620604,0.891732415,0.919478365,0.928641894,0.936324618,0.89366598,0.932622374,0.8587649,0.905991955,0.909126652,0.750108861,0.886706297,0.903439603,0.861629227,0.930707996,0.69629859,0.926917928,0.80922802,0.80143296,0.885277198,0.88154508,0.707393848,0.583071267,0.661087925,0.655489996,0.751084575,0.956689676,0.728126496,0.846508595,0.628118853,0.718032353,0.907204351,0.622050224,0.828316615,0.848244872,0.744981754,0.965989501
cpg970,Group,D2,0.428970379,0.389857131,0.489429799,0.71598491,0.441776042,0.611373773,0.489774486,0.473159246,0.421872141,0.531017009,0.631767796,0.459398639,0.627054342,0.526516518,0.554306959,0.579303847,0.511906085,0.634820244,0.595005827,0.542155033,0.483107887,0.624102363,0.859232284,0.682038777,0.36168742,0.519630743,0.84319635,0.616683833,0.53439107,0.407720699,0.358717876,0.620779308,0.390914238,0.272065847,0.282349791,0.762137235,0.35856166,0.654492823,0.25808698,0.558287608,0.438017122,0.373629894,0.124463492,0.186712052,0.325275744,0.539640769,0.142690495,0.246357329,0.322951808,0.236060504,0.506696446,0.365429597,0.208566001,0.084811678
cpg971,Group,D2,0.159019639,0.232221222,0.199253622,0.411680626,0.211778869,0.227936048,0.196078625,0.190784367,0.156600442,0.274996065,0.305975651,0.158034535,0.289151024,0.205900976,0.273170742,0.289566879,0.285804011,0.316499258,0.265512495,0.188824847,0.186169279,0.325585987,0.422679676,0.342063554,0.258058881,0.244531604,0.313440265,0.421299304,0.389083685,0.578455896,0.660050572,0.452966738,0.514065997,0.23024678,0.446420145,0.438692655,0.556479878,0.47536777,0.551595278,0.674513759,0.490489127,0.675768651,0.788209827,0.112680861,0.668668831,0.195548607,0.650778283,0.310261258,0.470626571,0.426977641,0.52663921,0.518211777,0.188486491,0.044441186
cpg972,Group,D2,0.925823964,0.928380926,0.927909446,0.908622711,0.927257342,0.935261546,0.924922538,0.928389713,0.928354673,0.92681174,0.913352806,0.930929381,0.93490692,0.904092081,0.917381982,0.916666199,0.927597293,0.930349965,0.919883444,0.91816798,0.912297922,0.947172086,0.907720265,0.936970206,0.928022129,0.926522585,0.912810476,0.932585905,0.928155683,0.927751183,0.929398348,0.8899417,0.943278308,0.934580141,0.917491252,0.922346268,0.927006301,0.934273373,0.920817361,0.896354477,0.930299862,0.930498084,0.885344623,0.888748154,0.887871611,0.925998559,0.859384167,0.916488866,0.895781476,0.930728326,0.923353088,0.893990701,0.922426237,0.919423113
cpg973,Group,D2,0.688525311,0.726698923,0.650001,0.695568691,0.673663804,0.594327115,0.596399791,0.56078707,0.682159925,0.558004513,0.51213512,0.603249911,0.542312449,0.590652852,0.574339321,0.535079538,0.568131603,0.452595906,0.584536627,0.619362379,0.588281597,0.61625599,0.462777026,0.541084349,0.634909843,0.628215209,0.457567558,0.640339785,0.558106783,0.736291751,0.50834549,0.758784239,0.755768506,0.652108725,0.702435613,0.72490842,0.754947327,0.691733494,0.606588385,0.256868616,0.732759138,0.535843188,0.819676063,0.34271786,0.752312176,0.806416903,0.539574207,0.705230464,0.661037572,0.71932693,0.691025484,0.487006091,0.431454118,0.394084954
cpg974,Group,D2,0.899037868,0.841850132,0.860809278,0.838363022,0.925599455,0.890510207,0.87274004,0.893463755,0.9097861,0.884559332,0.887793319,0.87882429,0.866743277,0.899259574,0.884700332,0.868410628,0.880742277,0.873992532,0.850691313,0.887054166,0.858423143,0.881980147,0.851606984,0.873818888,0.888769806,0.880413068,0.878353483,0.823434106,0.871079483,0.839499832,0.825885637,0.590491829,0.848214799,0.877382381,0.868312082,0.806867501,0.851030131,0.88130901,0.869327594,0.860506717,0.804846495,0.913879107,0.869603435,0.625963684,0.863360859,0.883105471,0.901423006,0.873832145,0.88906856,0.910858892,0.765913179,0.843131886,0.71865665,0.879118195
cpg975,Group,D2,0.061892344,0.071197526,0.070390304,0.122423854,0.060045474,0.112095908,0.06364431,0.059783983,0.069700884,0.098383671,0.095465487,0.052556735,0.119587312,0.108101479,0.079672855,0.108462028,0.057721542,0.076863263,0.099012697,0.095261135,0.093454027,0.126403061,0.130933815,0.134406131,0.060556966,0.059875446,0.128824877,0.08710929,0.063415097,0.058990265,0.06209067,0.088284577,0.024502419,0.039866719,0.04580658,0.094661003,0.044513249,0.058135399,0.032057989,0.028319839,0.050882348,0.038141456,0.015639546,0.023688266,0.035261247,0.011401012,0.017209102,0.017371172,0.064609874,0.040971306,0.060238773,0.069847901,0.031203643,0.012098814
cpg976,Group,D2,0.945500647,0.938564091,0.924799181,0.92990916,0.894799919,0.90836032,0.940102925,0.916697067,0.936876152,0.871186788,0.912115261,0.939647854,0.932528972,0.923035127,0.924026831,0.880677763,0.889761963,0.92635141,0.93874082,0.910626982,0.946715581,0.941308779,0.904268872,0.932268993,0.898328784,0.922428099,0.929594184,0.902893906,0.90798195,0.921170961,0.899456713,0.857721685,0.855286571,0.912665745,0.945883959,0.893268884,0.932763335,0.89950593,0.876244726,0.239833921,0.87263624,0.926137671,0.859122172,0.934919509,0.927641167,0.903321663,0.894459556,0.895794383,0.920095483,0.921785906,0.924183974,0.57123444,0.902998646,0.919261124
cpg977,Group,D2,0.855618523,0.884523054,0.831465234,0.746557904,0.881699902,0.786205021,0.845745446,0.754770108,0.864515241,0.791625631,0.820211189,0.842578446,0.886047225,0.833621084,0.842162925,0.827975524,0.836174735,0.815118565,0.804560518,0.874567088,0.800243194,0.834591048,0.874150213,0.867843105,0.788693304,0.815003535,0.825248529,0.689415307,0.807831892,0.774390375,0.647686071,0.805792956,0.803150186,0.791566863,0.833583661,0.840916294,0.855764856,0.826207313,0.833187257,0.486957433,0.76708106,0.915642404,0.64682261,0.391139712,0.791982871,0.347319883,0.535820602,0.767925758,0.877050764,0.826223113,0.81135306,0.807309962,0.739590562,0.487840425
cpg978,Group,D2,0.833995989,0.837254058,0.823253752,0.891449613,0.836808575,0.841142185,0.850589648,0.807144862,0.834776529,0.843667081,0.828429423,0.786712835,0.829230761,0.831106437,0.809050209,0.785885215,0.838100384,0.829483356,0.842991834,0.825971442,0.815410793,0.812905543,0.784992368,0.821546617,0.806195443,0.812598739,0.728584645,0.836169712,0.830830792,0.867435816,0.820563566,0.813942652,0.869531462,0.88162909,0.894504304,0.845070289,0.8562295,0.655705159,0.744546935,0.804989555,0.836060769,0.862625031,0.830862095,0.855989077,0.852043507,0.707764371,0.805955805,0.856967671,0.860033557,0.853157484,0.828274287,0.846222914,0.833214172,0.710423519
cpg979,Group,D2,0.804027678,0.716753479,0.776690367,0.489206619,0.747847243,0.71545063,0.769214398,0.750799155,0.73012455,0.763080542,0.788280881,0.824124838,0.792560011,0.704681762,0.748471428,0.708035874,0.792110915,0.662674309,0.669728548,0.765292135,0.80418549,0.731530944,0.752720821,0.711219871,0.703163886,0.790403782,0.720256691,0.338514505,0.511627224,0.650424561,0.646071186,0.193034862,0.372706358,0.588484026,0.626549939,0.419828337,0.714863956,0.659233254,0.673781699,0.810278693,0.68607785,0.78351573,0.690860401,0.767193517,0.759450972,0.186052311,0.068388831,0.481968195,0.567510884,0.757017588,0.251047327,0.619218659,0.56268043,0.131217786
cpg980,Group,D2,0.567059238,0.52994239,0.644401621,0.690979946,0.624753135,0.618147494,0.61695548,0.546368838,0.539347691,0.572902011,0.539926926,0.610982161,0.565345149,0.610225369,0.491809575,0.56739076,0.598025803,0.563052758,0.564728916,0.59799749,0.594093294,0.590639238,0.424416019,0.59670627,0.544509493,0.583188541,0.552066687,0.615634776,0.475415914,0.49892477,0.437302275,0.646308469,0.446872496,0.465393605,0.443715274,0.704311223,0.390637268,0.355930598,0.316359586,0.293464764,0.456960018,0.218570195,0.194484617,0.386900305,0.596039739,0.210314218,0.371102135,0.239294168,0.319916087,0.248167262,0.544272671,0.523907826,0.377970005,0.142947944
cpg981,Group,D2,0.312563716,0.321542644,0.382199596,0.541683797,0.273956747,0.486842376,0.500933785,0.282700531,0.408703638,0.451432201,0.40207064,0.326686189,0.495072666,0.513405906,0.459128504,0.533321504,0.383227797,0.488200997,0.465626675,0.378205884,0.355028117,0.540270367,0.804252852,0.557299849,0.424247633,0.419221466,0.805819068,0.572796102,0.585662384,0.41647738,0.634478514,0.599452408,0.414381938,0.236364924,0.28813205,0.707416741,0.434478463,0.372351204,0.300902362,0.118058894,0.294247054,0.234589057,0.118082002,0.111432005,0.296279132,0.106394551,0.112485994,0.200920661,0.397855714,0.369080152,0.383329806,0.488100031,0.347624661,0.077114922
cpg982,Group,D2,0.794410596,0.825242974,0.829509473,0.674529082,0.851450666,0.829816568,0.810224045,0.767025629,0.805525727,0.789969325,0.815371978,0.826961596,0.83208132,0.756277106,0.777632878,0.724377834,0.833134519,0.776832491,0.822826668,0.794593325,0.838947174,0.841926212,0.75757932,0.822245917,0.806123753,0.803858362,0.556666127,0.670645312,0.793644945,0.757307484,0.580927035,0.681479225,0.553965461,0.638841585,0.739804912,0.748559772,0.809008419,0.691628757,0.717536667,0.596837151,0.662588247,0.675423586,0.802993129,0.818798325,0.6328373,0.475254929,0.159365712,0.577807392,0.633992122,0.656913303,0.752499384,0.718627189,0.662501834,0.611890871
cpg983,Group,D2,0.413839629,0.383089355,0.448498735,0.631383688,0.384985588,0.535297992,0.479909775,0.418904026,0.418748654,0.483585961,0.504750608,0.404828596,0.499853391,0.48298266,0.506768964,0.538820225,0.448142912,0.555423531,0.490613249,0.454593259,0.460342284,0.537347616,0.790510107,0.574030547,0.39063184,0.458824094,0.71435777,0.655961039,0.558540104,0.539200654,0.397452658,0.536196655,0.44809936,0.411125007,0.489565803,0.731512893,0.481524265,0.532746921,0.43673281,0.331751236,0.405427737,0.361866906,0.293490995,0.267105634,0.371943135,0.240798656,0.279544816,0.378628914,0.527145917,0.440625401,0.616472946,0.48090461,0.365995891,0.163896367
cpg984,Group,D2,0.68906716,0.703587185,0.80797909,0.857520724,0.737675342,0.817443424,0.604594342,0.692400389,0.785029907,0.623889395,0.655901972,0.570347308,0.773435301,0.726356964,0.77593805,0.726404124,0.60885009,0.620177231,0.786540468,0.645151964,0.596799025,0.705195926,0.687735832,0.749803753,0.695795673,0.724572235,0.657548569,0.837116387,0.771136507,0.866781128,0.829621184,0.902978151,0.875579881,0.710677968,0.849840803,0.870656274,0.833761004,0.782153035,0.813135699,0.768188467,0.81674531,0.899409644,0.917661293,0.86253051,0.802464723,0.872107653,0.848491542,0.817859186,0.856245908,0.863363087,0.804340485,0.843010223,0.797634701,0.883410245
